DE Ref,Name,Phase,District,District Inspector
5011179,Bessbrook Primary School,Primary,BSE9,Catherine Thompson
5011189,"Edenderry Primary School, Portadown",Primary,SW4,Karen Gray
5011190,Tullygally Primary School,Primary,SW4,Karen Gray
5011520,Dromore Road Primary School,Primary,BSE8,Madeline Mason
5011575,Dromore Central Primary School,Primary,SW4,Karen Gray
5011594,Abercorn Primary School,Primary,SW8,Mairead Leonard
5011596,Gilford Primary School,Primary,SW4,Karen Gray
5011598,Waringstown Primary School,Primary,SW4,Karen Gray
5011602,Bleary Primary School,Primary,SW4,Karen Gray
5011611,Iveagh Primary School,Primary,SW8,Mairead Leonard
5011617,Ballydown Primary School,Primary,SW6,Deirdre Robson
5011649,Kilkeel Primary School,Primary,BSE9,Catherine Thompson
5011651,Milltown Primary School,Primary,SW6,Deirdre Robson
5011664,Scarva Primary School,Primary,SW8,Mairead Leonard
5011684,Annalong Primary School,Primary,BSE9,Catherine Thompson
5011687,Maralin Village Primary School,Primary,SW6,Deirdre Robson
5012280,Moneymore Primary School,Primary,SW2,Jane Sidor
5012538,Churchill Primary School,Primary,SW1,Sharon Mulligan
5012615,Ballytrea Primary School,Primary,SW6,Deirdre Robson
5012621,Aughnacloy Primary School,Primary,SW1,Sharon Mulligan
5012632,Donaghmore Primary School,Primary,SW2,Jane Sidor
5012635,Augher Central Primary,Primary,SW1,Sharon Mulligan
5012636,Moy Regional Primary School,Primary,SW1,Sharon Mulligan
5012643,Stewartstown Primary School,Primary,SW2,Jane Sidor
5012646,Howard Primary School,Primary,SW1,Sharon Mulligan
5012649,Coagh Primary School,Primary,SW6,Deirdre Robson
5012657,Walker Memorial Primary School,Primary,SW1,Sharon Mulligan
5012696,Carntall Primary School,Primary,SW6,Deirdre Robson
5012719,Newmills Primary School,Primary,SW2,Jane Sidor
5012720,Dungannon Primary School,Primary,SW1,Sharon Mulligan
5012726,Cookstown Primary School,Primary,SW2,Jane Sidor
5013019,"Edenderry Primary School, Banbridge",Primary,SW8,Mairead Leonard
5013702,Woods Primary School,Primary,SW6,Deirdre Robson
5016007,Millington Primary School,Primary,SW4,Karen Gray
5016027,Drumhillery Primary School,Primary,SW8,Mairead Leonard
5016065,Dickson Primary School,Primary,SW4,Karen Gray
5016078,Poyntzpass Primary School,Primary,SW6,Deirdre Robson
5016079,The Cope Primary School,Primary,SW2,Jane Sidor
5016080,Drumgor Primary School,Primary,SW4,Karen Gray
5016088,Fivemiletown Primary School,Primary,SW6,Deirdre Robson
5016098,Brackenagh West Primary School,Primary,BSE8,Madeline Mason
5016117,Ballyoran Primary School,Primary,SW4,Karen Gray
5016138,Bocombra Primary School,Primary,SW4,Karen Gray
5016141,Churchtown Primary School,Primary,SW6,Deirdre Robson
5016178,Donacloney Primary School,Primary,SW4,Karen Gray
5016179,Hamiltonsbawn Primary School,Primary,SW6,Deirdre Robson
5016200,"Queen Elizabeth II Primary School, Pomeroy",Primary,SW2,Jane Sidor
5016221,Orritor Primary School,Primary,SW2,Jane Sidor
5016224,Donaghey Primary School,Primary,SW2,Jane Sidor
5016391,Bush Primary School,Primary,SW2,Jane Sidor
5016436,Markethill Primary School,Primary,SW8,Mairead Leonard
5016451,Windsor Hill Primary School,Primary,BSE8,Madeline Mason
5016543,Moyallon Primary School,Primary,SW4,Karen Gray
5016599,Fair Hill Primary School,Primary,SW6,Deirdre Robson
5016612,Bronte Primary School,Primary,SW8,Mairead Leonard
5016616,Drumadonnell Primary School,Primary,SW8,Mairead Leonard
5016643,Richmond Primary School,Primary,SW1,Sharon Mulligan
5016658,Orchard County Primary School,Primary,SW2,Jane Sidor
5016680,Killyman Primary School,Primary,SW2,Jane Sidor
5030958,"St John's Primary School, Eglish",Primary,SW2,Jane Sidor
5030972,"St Oliver Plunkett's Primary School, Forkhill",Primary,BSE9,Catherine Thompson
5030975,"St Malachy's Primary School, Ballymoyer",Primary,BSE9,Catherine Thompson
5031070,"St Michael's Primary School, N'hamilton",Primary,BSE9,Catherine Thompson
5031080,Clintyclay Primary School,Primary,SW6,Deirdre Robson
5031086,Clonalig Primary School,Primary,BSE9,Catherine Thompson
5031088,Dromintee Primary School,Primary,BSE9,Catherine Thompson
5031103,Tannaghmore Primary School,Primary,SW4,Karen Gray
5031107,"St Teresa's Primary School, Tullyherron",Primary,BSE9,Catherine Thompson
5031108,Clea Primary School,Primary,SW8,Mairead Leonard
5031110,Christian Brothers' Primary School,Primary,SW1,Sharon Mulligan
5031126,Mount St Catherine's Primary School,Primary,SW1,Sharon Mulligan
5031130,St Moninna's Primary School,Primary,BSE9,Catherine Thompson
5031133,"St Malachy's Primary School, Armagh",Primary,SW1,Sharon Mulligan
5031135,"St Olivers' Primary School, Carrickravaddy",Primary,BSE9,Catherine Thompson
5031138,"St Joseph's Primary School, Madden",Primary,SW8,Mairead Leonard
5031148,"St Patrick's Primary School, Crossmaglen",Primary,BSE9,Catherine Thompson
5031154,Killean Primary School,Primary,BSE9,Catherine Thompson
5031158,"St Patrick's Primary School, Newry",Primary,BSE8,Madeline Mason
5031160,"St Teresa's Primary School, Lurgan",Primary,SW4,Karen Gray
5031163,"St Brigid's Primary School, G'drummond",Primary,BSE9,Catherine Thompson
5031164,"St Mary's Primary School, Maghery",Primary,SW2,Jane Sidor
5031166,"St Michael's Primary School, Clady",Primary,SW8,Mairead Leonard
5031168,"St Patrick's Primary School, Aghacommon",Primary,SW4,Karen Gray
5031169,"St Brigid's Primary School, Drumilly",Primary,BSE9,Catherine Thompson
5031172,"St Mary's Primary School, Granemore",Primary,SW8,Mairead Leonard
5031176,"St Peter's Primary School, Cloughreagh",Primary,BSE9,Catherine Thompson
5031183,"St Patrick's Primary School, Armagh",Primary,SW1,Sharon Mulligan
5031184,"St Anthony's Primary School, Craigavon",Primary,SW4,Karen Gray
5031188,"St Joseph's Primary School, Meigh",Primary,BSE9,Catherine Thompson
5031318,"Killowen Primary School, Rostrevor",Primary,BSE9,Catherine Thompson
5031340,"St Joseph's Convent Primary School, Newry",Primary,BSE8,Madeline Mason
5031558,Ballyholland Primary School,Primary,BSE8,Madeline Mason
5031589,Grange Primary School,Primary,BSE8,Madeline Mason
5031609,"Carrick Primary School, Warenpoint",Primary,BSE8,Madeline Mason
5031653,"St Matthew's Primary School, Magheramayo",Primary,BSE8,Madeline Mason
5031667,"St Patrick's Primary School, Magheralin",Primary,SW4,Karen Gray
5031669,"St John's Primary School, Gilford",Primary,SW6,Deirdre Robson
5031694,"Holy Cross Primary School, Kilkeel",Primary,BSE8,Madeline Mason
5031695,"St Mary's Primary School, Barr",Primary,BSE9,Catherine Thompson
5031697,"St Patrick's Primary School, Mayobridge",Primary,BSE8,Madeline Mason
5032208,Ballylifford Primary School,Primary,SW2,Jane Sidor
5032262,Lissan Primary School,Primary,SW6,Deirdre Robson
5032306,"St Malachy's Primary School, Glencull",Primary,SW1,Sharon Mulligan
5032387,Derrylatinee Primary School,Primary,SW1,Sharon Mulligan
5032463,Blessed Patrick O'loughran Primary School,Primary,SW1,Sharon Mulligan
5032558,Laghey Primary School,Primary,SW2,Jane Sidor
5032585,Edendork Primary School,Primary,SW2,Jane Sidor
5032591,Roan St Patrick's Primary School,Primary,SW1,Sharon Mulligan
5032592,"St Mary's Primary School, Lisbuoy",Primary,SW2,Jane Sidor
5032624,"St Macartan's Primary School, Clogher",Primary,SW1,Sharon Mulligan
5032678,"St Patrick's Primary School, Donaghmore",Primary,SW2,Jane Sidor
5032692,"St Mary's Primary School, Stewartstown",Primary,SW2,Jane Sidor
5032697,"St Patrick's Primary School, Aughadarragh",Primary,SW1,Sharon Mulligan
5032698,"St Brigid's Primary School, Mountjoy",Primary,SW2,Jane Sidor
5032699,"St Mary's Primary School, Dunamore",Primary,SW6,Deirdre Robson
5032703,"St Peters' Primary School, Moortown",Primary,SW6,Deirdre Robson
5032713,Derrychrin Primary School,Primary,SW6,Deirdre Robson
5032714,"Holy Family Primary School, Aughamullan ",Primary,SW2,Jane Sidor
5032715,"St John's Primary School, Moy",Primary,SW1,Sharon Mulligan
5032717,"St Patrick's Primary School, Mullinahoe",Primary,SW2,Jane Sidor
5032729,"St John's Primary School, Kingisland",Primary,SW2,Jane Sidor
5032734,"St Mary's Primary School, Cabra",Primary,SW1,Sharon Mulligan
5032735,"St Mary's Primary School, Ballygawley",Primary,SW1,Sharon Mulligan
5032736,"St Mary's Primary School, Fivemiletown",Primary,SW6,Deirdre Robson
5033003,"St Paul's Primary School, Cabra",Primary,BSE8,Madeline Mason
5033004,"St Mary's Primary School, Rathfriland",Primary,SW8,Mairead Leonard
5033006,"St Michael's Primary School, Finnis",Primary,BSE8,Madeline Mason
5033011,"St Mary's Primary School, Dechomet",Primary,BSE8,Madeline Mason
5033025,"St Patrick's Primary School, Ballymaghery",Primary,BSE8,Madeline Mason
5033324,"St Patrick's Primary School, Derrynaseer",Primary,SW4,Karen Gray
5036000,"St Colman's Primary School, Dromore",Primary,SW4,Karen Gray
5036006,"St Mary's Primary School, Derrymore",Primary,SW4,Karen Gray
5036009,"St Mary's Primary School, Derrytrasna",Primary,SW4,Karen Gray
5036031,"St Patrick's Primary School, Loup",Primary,SW6,Deirdre Robson
5036033,"St Joseph's Primary School, Galbally",Primary,SW6,Deirdre Robson
5036043,"St Mary's Primary School, Banbridge",Primary,SW8,Mairead Leonard
5036047,"St Patrick's Primary School, Annaghmore",Primary,SW2,Jane Sidor
5036057,"St Malachy's Primary School, Drumullan",Primary,SW2,Jane Sidor
5036061,"St Colman's Primary School, Annaclone",Primary,SW6,Deirdre Robson
5036064,"St Malachy's Primary School, C'croppan",Primary,BSE9,Catherine Thompson
5036087,"St Mary's Primary School, Mullaghbawn",Primary,BSE9,Catherine Thompson
5036099,"St Patrick's Primary School, Cullyhanna",Primary,BSE9,Catherine Thompson
5036101,St Brendan's Primary School,Primary,SW4,Karen Gray
5036108,"St Joseph's Primary School, Killeenan",Primary,SW6,Deirdre Robson
5036110,"St Joseph's Primary School, Bessbrook",Primary,BSE9,Catherine Thompson
5036118,"St Mary's Primary School, Pomeroy",Primary,SW2,Jane Sidor
5036120,"St Patrick's Primary School, Moneymore",Primary,SW2,Jane Sidor
5036121,St Jarlath's Primary School,Primary,SW1,Sharon Mulligan
5036122,Jonesborough Primary School,Primary,BSE9,Catherine Thompson
5036130,St Laurence O'Toole's Primary School,Primary,BSE9,Catherine Thompson
5036136,"Sacred Heart Primary School, Rock",Primary,SW2,Jane Sidor
5036173,"St John the Baptist Primary School, Portadown",Primary,SW4,Karen Gray
5036180,"St Oliver Plunkett's Primary School, Ballyhegan",Primary,SW2,Jane Sidor
5036363,"St Mary's Primary School, Aughnacloy",Primary,SW1,Sharon Mulligan
5036400,"St Colman's Primary School, Bann",Primary,SW4,Karen Gray
5036409,"St Ronan's Primary School, Newry",Primary,BSE9,Catherine Thompson
5036433,"St Malachy's Primary School, Carnagat",Primary,BSE8,Madeline Mason
5036457,"St Francis' Primary School, Aghaderg",Primary,SW6,Deirdre Robson
5036463,"St Joseph's Primary School, Caledon",Primary,SW1,Sharon Mulligan
5036504,"St Patrick's Primary School, Dungannon",Primary,SW1,Sharon Mulligan
5036545,"St Colmans' Primary School, Kilkeel",Primary,BSE8,Madeline Mason
5036567,"Holy Trinity Primary School, Cookstown",Primary,SW2,Jane Sidor
5036572,"St Colman's Primary School, Saval",Primary,BSE8,Madeline Mason
5036583,"St Dallan's Primary School, Warrenpoint",Primary,BSE8,Madeline Mason
5036586,Presentation Primary School,Primary,SW4,Karen Gray
5036590,Primate Dixon Primary School,Primary,SW2,Jane Sidor
5036595,"St Peter's Primary School, Collegelands",Primary,SW1,Sharon Mulligan
5036598,"Our Lady's Primary School, Tullysaran",Primary,SW1,Sharon Mulligan
5036605,"St Patrick's Primary School, Drumgreenagh",Primary,BSE8,Madeline Mason
5036610,St Francis' of  Assisi Primary School,Primary,SW8,Mairead Leonard
5036622,"St John's Primary School, Middletown (SF)*",Primary,SW8,Seán Fearon
5036633,"St Francis' Primary School, Lurgan",Primary,SW4,Karen Gray
5036634,"St Clare's Abbey Primary School, Newry",Primary,BSE8,Madeline Mason
5036639,Our Lady's and St Mochua's Primary School,Primary,SW8,Mairead Leonard
5036673,St Bronagh's Primary School,Primary,BSE9,Catherine Thompson
5036675,St Joseph's and St James' Primary School,Primary,SW6,Deirdre Robson
5036706,"St Columban's Primary School, Kilkeel",Primary,BSE9,Catherine Thompson
5046137,Seagoe Primary School,Primary,SW4,Karen Gray
5046597,Bunscoil an Iuir,Primary,BSE8,Madeline Mason
5046637,Gaelscoil Uí Neill,Primary,SW2,Jane Sidor
5046692,Gaelscoil Na mBeann,Primary,BSE8,Madeline Mason
5046695,Gaelscoil Aodha Rua,Primary,SW1,Sharon Mulligan
5046699,Gaelscoil Eoghain,Primary,SW2,Jane Sidor
5056013,Kilbroney Integrated Primary School,Primary,BSE9,Catherine Thompson
5066540,Bridge Integrated Primary School,Primary,SW8,Mairead Leonard
5066553,Portadown Integrated Primary School,Primary,SW4,Karen Gray
5066554,Windmill Integrated Primary School,Primary,SW1,Sharon Mulligan
5066578,Saints & Scholars Int Primary School,Primary,SW1,Sharon Mulligan
5066657,Phoenix Integrated Primary School,Primary,SW2,Jane Sidor
5110017,Railway Street Nursery School,Nursery,SW1,Susan Haughey
5110021,"Edenderry Nursery School, Portadown",Nursery,SW4,Pamela McCrum
5116112,"Ashgrove Nursery, Newry",Nursery,BSE8,Deirdre Nic Suibhne
5116189,Millington Nursery School,Nursery,SW4,Pamela McCrum
5116190,Harrison Nursery School,Nursery,SW4,Pamela McCrum
5116197,Kilkeel Nursery School,Nursery,BSE8,Deirdre Nic Suibhne
5116223,The Grove Nursery School,Nursery,SW1,Susan Haughey
5116236,Dungannon Nursery School,Nursery,SW8,Aisling Clerkin
5116237,Cookstown Nursery School,Nursery,SW2,Susan Haughey
5116238,Banbridge Nursery School,Nursery,SW8,Aisling Clerkin
5156256,Downshire Integrated Nursery School,Nursery,SW8,Aisling Clerkin
5116625,Dromore Nursery School,Nursery,SW4,Pamela McCrum
5116640,Tandragee Nursery School,Nursery,SW8,Aisling Clerkin
5136217,St John the Baptist Nursery,Nursery,SW4,Pamela McCrum
5136342,St Malachy's Nursery School,Nursery,BSE8,Deirdre Nic Suibhne
5136607,College Farm Nursery School,Nursery,SW1,Susan Haughey
5136627,Little Flower Nursery School,Nursery,SW2,Susan Haughey
5136629,Seaview Nursery School Warrenpoint,Nursery,BSE8,Deirdre Nic Suibhne
5136631,Drumnamoe Nursery School,Nursery,SW8,Aisling Clerkin
5210016,Kilkeel High School,Post-primary,BSE9,Catherine Thompson
5210025,Newtownhamilton High School,Post-primary,BSE9,Catherine Thompson
5210043,Clounagh Junior High School,Post-primary,SW4,Karen Gray
5210047,Banbridge High School,Post-primary,SW6,Deirdre Robson
5210054,Killicomaine Junior High School,Post-primary,SW4,Karen Gray
5210064,Dromore High School,Post-primary,SW4,Karen Gray
5210083,Markethill High School,Post-primary,SW6,Deirdre Robson
5210097,Fivemiletown College,Post-primary,SW1,Sharon Mulligan
5210121,City Armagh High School,Post-primary,SW1,Sharon Mulligan
5210127,Rathfriland High School,Post-primary,SW6,Deirdre Robson
5210143,Tandragee Junior High School,Post-primary,SW4,Karen Gray
5210153,Aughnacloy College,Post-primary,SW1,Sharon Mulligan
5210186,Newry High School,Post-primary,BSE8,Madeline Mason
5210230,Cookstown High School,Post-primary,SW2,Jane Sidor
5210231,Drumglass High School,Post-primary,SW2,Jane Sidor
5210271,Lurgan Junior High,Post-primary,SW4,Karen Gray
5210282,Craigavon Senior High School,Post-primary,SW4,Karen Gray
5230056,"St Joseph's Boys' High School, Newry",Post-primary,BSE8,Madeline Mason
5230076,"St Patrick's College, Banbridge",Post-primary,SW6,Deirdre Robson
5230108,"St Mary's High School, Newry",Post-primary,BSE8,Madeline Mason
5230135,St Mark's High School,Post-primary,BSE8,Madeline Mason
5230152,St Ciaran's High School,Post-primary,SW1,Sharon Mulligan
5230157,"St Paul's High School, Bessbrook",Post-primary,BSE9,Catherine Thompson
5230167,"St Joseph's High School, Crossmaglen",Post-primary,BSE9,Catherine Thompson
5230187,"St Patrick's High School, Keady",Post-primary,SW6,Deirdre Robson
5230192,"St Joseph's College, Coalisland",Post-primary,SW2,Jane Sidor
5230213,Lismore Comprehensive School,Post-primary,SW4,Karen Gray
5230218,St Catherine's College,Post-primary,SW1,Sharon Mulligan
5230278,Holy Trinity College,Post-primary,SW2,Jane Sidor
5230293,"St Patrick's College, Dungannon",Post-primary,SW2,Jane Sidor
5230321,St John the Baptist College,Post-primary,SW4,Karen Gray
5250216,Craigavon Integrated College,Post-primary,SW4,Karen Gray
5260285,New-Bridge Integrated College,Post-primary,SW6,Deirdre Robson
5260286,Integrated College Dungannon,Post-primary,SW2,Jane Sidor
5316519,Rathore School,Special,BSE8,Madeline Mason
5316520,Donard Special School,Special,SW6,Deirdre Robson
5316521,Ceara Special School,Special,SW4,Karen Gray
5316523,Sperrinview Special School,Special,SW2,Jane Sidor
5316577,Lisanally Special School,Special,SW1,Sharon Mulligan
5410013,Banbridge Academy,Post-primary,SW6,Deirdre Robson
5410057,Lurgan College,Post-primary,SW4,Karen Gray
5410067,Portadown College,Post-primary,SW4,Karen Gray
5420045,"St Louis Grammar School, Kilkeel",Post-primary,BSE9,Catherine Thompson
5420059,Abbey Christian Brothers Grammar School,Post-primary,BSE8,Madeline Mason
5420060,Our Lady's Grammar School,Post-primary,BSE8,Madeline Mason
5420062,"St Colman's College, Newry",Post-primary,BSE8,Madeline Mason
5420073,"St Joseph's Convent Grammar School, Donaghmore",Post-primary,SW2,Jane Sidor
5420076,"Sacred Heart Grammar School, Newry",Post-primary,BSE8,Madeline Mason
5420260,"The Royal School, Dungannon",Post-primary,SW1,Sharon Mulligan
5420263,"The Royal School, Armagh",Post-primary,SW1,Sharon Mulligan
5420268,"St Patrick’s Grammar School, Armagh",Post-primary,SW1,Sharon Mulligan
5420304,"St Patrick's Academy, Dungannon",Post-primary,SW2,Jane Sidor
5420314,"St Ronan's College, Lurgan",Post-primary,SW6,Deirdre Robson
5620263,Royal School Armagh Prep,Prep,SW1,Sharon Mulligan
N/A,Castlereagh EOTAS,EOTAS,BSE1,Cathy Buhac
N/A,Castlereagh Support Unit EOTAS,EOTAS,BSE1,Cathy Buhac
N/A,Groomsport EOTAS,EOTAS,BSE6,Cheryl Stafford
N/A,Redburn EOTAS,EOTAS,BSE6,Cheryl Stafford
N/A,Woodlands Juvenile Justice Centre,EOTAS,BSE6,Cheryl Stafford
N/A,Fir Trees EOTAS,EOTAS,N4,Fionnuala McCann
N/A,Strabane EOTAS,EOTAS,N4,Fionnuala McCann
N/A,Newtownabbey EOTAS,EOTAS,N4,Fionnuala McCann
N/A,Downpatrick EOTAS,EOTAS,BSE7,Fionnuala McCann
N/A,Sunflower EOTAS,EOTAS,N3,Gearoid Rafferty
N/A,Tamnamore EOTAS,EOTAS,SW2,Jane Sidor
N/A,EDIT EOTAS,EOTAS,N6,Jim McNulty
N/A,Long Tower EOTAS,EOTAS,N6,Jim McNulty
N/A,Maydown EOTAS,EOTAS,N6,Jim McNulty
N/A,Thornberry EOTAS,EOTAS,N1,John McCusker
N/A,Rathmore EOTAS,EOTAS,N1,John McCusker
N/A,Sunlea EOTAS,EOTAS,N1,John McCusker
N/A,Carrig Leap EOTAS,EOTAS,N7,John Murray
N/A,Treetops EOTAS,EOTAS,N7,John Murray
N/A,Loughshore EOTAS,EOTAS,BSE3,Julie Harris
N/A,Pathways EOTAS,EOTAS,BSE3,Julie Harris
N/A,"Lough Road EOTAS, Lurgan",EOTAS,SW4,Karen Gray
N/A,Omagh EOTAS,EOTAS,SW7,Karen McLaughlin
N/A,Newry EOTAS,EOTAS,BSE8,Madeline Mason
N/A,Loughan EOTAS,EOTAS,N2,Mark Keown
N/A,Drumard EOTAS,EOTAS,SW3,Peter Dennis
N/A,Shanmullagh EOTAS (Ballinamallard),EOTAS,SW5,Seán Fearon
N/A,Kinnego EOTAS,EOTAS,SW1,Sharon Mulligan
N/A,Little Oaks EOTAS,EOTAS,N6,Susan Haughey
N/A,Lagan Valley Project EOTAS,EOTAS,BSE4,Susan O'Boyle
N/A,Lagan Valley Project EOTAS,EOTAS,BSE4,Susan O'Boyle
N/A,"Beechcroft Education Unit and Iveagh Assessment Centre  (ETA, in-p)",EOTAS,BSE2,Wendy Crawford
N/A,Newstart Education Centre,EOTAS,BSE2,Wendy Crawford
N/A,The Link Centre EOTAS,EOTAS,BSE2,Wendy Crawford
N/A,Belfast Metropolitan College,Further Education,N/A,Jim McNulty
N/A,Northern Regional College                                                     ,Further Education,N/A,Margaret Duddy/Shirley Jones
N/A,Southern Regional College,Further Education,N/A,Jim McNulty
N/A,South West College,Further Education,N/A,Karen McLaughlin
N/A,North West Regional College,Further Education,N/A,Gareth Rooney
N/A,South Eastern Regional College,Further Education,N/A,Sinéad McKenna/Sharon Mulligan
N/A,Coalisland Training Services Ltd,Work-Based Learning,N/A,Margaret  Duddy
N/A,Loughview Training Services Ltd,Work-Based Learning,N/A,Margaret  Duddy
N/A,SkillEd ni,Work-Based Learning,N/A,Margaret  Duddy
N/A,Workforce Training Services,Work-Based Learning,N/A,Margaret  Duddy
N/A,Academy Hair and Beauty Training School,Work-Based Learning,N/A,Gareth Rooney
N/A,College of Argiculture Food & Rural Enterprise (Cafre),Work-Based Learning,N/A,Gareth Rooney
N/A,Clanrye Group,Work-Based Learning,N/A,Gareth Rooney
N/A,Global Horizons Skills,Work-Based Learning,N/A,Gareth Rooney
N/A,Inspiro Learning Limited,Work-Based Learning,N/A,Gareth Rooney
N/A,Network Personnel ,Work-Based Learning,N/A,Gareth Rooney
N/A,NIE Networks ,Work-Based Learning,N/A,Gareth Rooney
N/A,Riverpark Training & Development (NI) Ltd,Work-Based Learning,N/A,Gareth Rooney
N/A,Rutledge Recruitment & Training Ltd ,Work-Based Learning,N/A,Gareth Rooney
N/A,Ulster Supported Employment Ltd,Work-Based Learning,N/A,Gareth Rooney
N/A,BCW Training Ltd,Work-Based Learning,N/A,Jim McNulty
N/A,Craft Training,Work-Based Learning,N/A,Jim McNulty
N/A,Derry Youth & Community Workshop ,Work-Based Learning,N/A,Jim McNulty
N/A,Impact Training (NI) Limited,Work-Based Learning,N/A,Jim McNulty
N/A,People 1st ,Work-Based Learning,N/A,Jim McNulty
N/A,21 Training Ltd ,Work-Based Learning,N/A,Jim McNulty
N/A,Transport Training Services NI,Work-Based Learning,N/A,Jim McNulty
N/A,Bryson Energy,Work-Based Learning,N/A,Shirley Jones
N/A,Springboard Opportunities Ltd,Work-Based Learning,N/A,Shirley Jones
N/A,Springvale Learning Ltd,Work-Based Learning,N/A,Shirley Jones
N/A,Springvale Learning Ltd,Work-Based Learning,N/A,Shirley Jones
N/A,Steer Training Academy Ltd,Work-Based Learning,N/A,Shirley Jones
